,iso2,year,age,cases,sex
64262,BW,1999,45-54,90,f
64263,BW,2000,45-54,98,f
64264,BW,2001,45-54,116,f
64265,BW,2002,45-54,144,f
64266,BW,2003,45-54,104,f
64267,BW,2004,45-54,110,f
64268,BW,2005,45-54,97,f
64269,BW,2006,45-54,133,f
64270,BW,2007,45-54,123,f
64271,BW,2008,45-54,135,f
64294,BY,2002,45-54,17,f
64295,BY,2003,45-54,26,f
64296,BY,2004,45-54,35,f
64297,BY,2005,45-54,43,f
64298,BY,2006,45-54,43,f
64299,BY,2007,45-54,35,f
64300,BY,2008,45-54,34,f
64316,BZ,1995,45-54,1,f
64317,BZ,1996,45-54,0,f
64318,BZ,1997,45-54,0,f
64321,BZ,2000,45-54,4,f
64322,BZ,2001,45-54,1,f
64323,BZ,2002,45-54,4,f
64324,BZ,2003,45-54,2,f
64325,BZ,2004,45-54,2,f
64326,BZ,2005,45-54,3,f
64327,BZ,2006,45-54,5,f
64328,BZ,2007,45-54,2,f
64329,BZ,2008,45-54,4,f
64330,CA,1980,45-54,31,f
64331,CA,1981,45-54,28,f
64332,CA,1982,45-54,25,f
64333,CA,1983,45-54,24,f
64334,CA,1984,45-54,28,f
64335,CA,1985,45-54,28,f
64336,CA,1986,45-54,20,f
64337,CA,1987,45-54,17,f
64338,CA,1988,45-54,16,f
64339,CA,1989,45-54,24,f
64340,CA,1990,45-54,17,f
64341,CA,1991,45-54,9,f
64342,CA,1992,45-54,11,f
64343,CA,1993,45-54,21,f
64344,CA,1994,45-54,11,f
64345,CA,1995,45-54,12,f
64346,CA,1996,45-54,14,f
64347,CA,1997,45-54,13,f
64348,CA,1998,45-54,14,f
64349,CA,1999,45-54,13,f
64350,CA,2000,45-54,25,f
64351,CA,2001,45-54,16,f
64352,CA,2002,45-54,17,f
64353,CA,2003,45-54,15,f
64354,CA,2004,45-54,19,f
64355,CA,2005,45-54,24,f
64356,CA,2006,45-54,16,f
64357,CA,2007,45-54,11,f
64358,CA,2008,45-54,27,f
64374,CD,1995,45-54,863,f
64375,CD,1996,45-54,728,f
64376,CD,1997,45-54,723,f
64377,CD,1998,45-54,1295,f
64378,CD,1999,45-54,1725,f
64379,CD,2000,45-54,1724,f
64380,CD,2001,45-54,2057,f
64381,CD,2002,45-54,2262,f
64382,CD,2003,45-54,2866,f
64383,CD,2004,45-54,3413,f
64384,CD,2005,45-54,3898,f
64385,CD,2006,45-54,3762,f
64386,CD,2007,45-54,4127,f
64387,CD,2008,45-54,4104,f
64400,CF,1995,45-54,57,f
64401,CF,1996,45-54,62,f
64402,CF,1997,45-54,100,f
64403,CF,1998,45-54,115,f
64404,CF,1999,45-54,86,f
64406,CF,2001,45-54,64,f
64407,CF,2002,45-54,139,f
64409,CF,2004,45-54,181,f
64410,CF,2005,45-54,30,f
64411,CF,2006,45-54,126,f
64413,CF,2008,45-54,196,f
64429,CG,1995,45-54,61,f
64433,CG,1999,45-54,83,f
64435,CG,2001,45-54,177,f
64438,CG,2004,45-54,156,f
64440,CG,2006,45-54,138,f
64441,CG,2007,45-54,153,f
64442,CG,2008,45-54,135,f
64458,CH,1995,45-54,1,f
64459,CH,1996,45-54,4,f
64460,CH,1997,45-54,2,f
64461,CH,1998,45-54,4,f
64462,CH,1999,45-54,0,f
64463,CH,2000,45-54,2,f
64464,CH,2001,45-54,3,f
64465,CH,2002,45-54,4,f
64466,CH,2003,45-54,0,f
64467,CH,2004,45-54,6,f
64468,CH,2005,45-54,3,f
64469,CH,2006,45-54,5,f
64470,CH,2007,45-54,0,f
64471,CH,2008,45-54,2,f
64487,CI,1995,45-54,273,f
64488,CI,1996,45-54,194,f
64489,CI,1997,45-54,291,f
64490,CI,1998,45-54,347,f
64491,CI,1999,45-54,260,f
64493,CI,2001,45-54,342,f
64494,CI,2002,45-54,358,f
64495,CI,2003,45-54,443,f
64496,CI,2004,45-54,472,f
64497,CI,2005,45-54,528,f
64498,CI,2006,45-54,445,f
64499,CI,2007,45-54,596,f
64500,CI,2008,45-54,641,f
64501,CK,1980,45-54,1,f
64502,CK,1981,45-54,0,f
64503,CK,1982,45-54,0,f
64504,CK,1983,45-54,1,f
64505,CK,1984,45-54,0,f
64506,CK,1985,45-54,0,f
64507,CK,1986,45-54,0,f
64508,CK,1987,45-54,0,f
64510,CK,1989,45-54,0,f
64512,CK,1991,45-54,0,f
64513,CK,1992,45-54,0,f
64514,CK,1993,45-54,0,f
64515,CK,1994,45-54,0,f
64516,CK,1995,45-54,1,f
64517,CK,1996,45-54,0,f
64518,CK,1997,45-54,0,f
64519,CK,1998,45-54,0,f
64521,CK,2000,45-54,0,f
64522,CK,2001,45-54,0,f
64523,CK,2002,45-54,0,f
64524,CK,2003,45-54,0,f
64525,CK,2004,45-54,0,f
64526,CK,2005,45-54,0,f
64527,CK,2006,45-54,0,f
64545,CL,1995,45-54,75,f
64546,CL,1996,45-54,63,f
64547,CL,1997,45-54,66,f
64549,CL,1999,45-54,52,f
64550,CL,2000,45-54,54,f
64551,CL,2001,45-54,58,f
64552,CL,2002,45-54,76,f
64553,CL,2003,45-54,42,f
64554,CL,2004,45-54,57,f
64555,CL,2005,45-54,56,f
64556,CL,2006,45-54,95,f
64557,CL,2007,45-54,49,f
64558,CL,2008,45-54,37,f
64574,CM,1995,45-54,153,f
64575,CM,1996,45-54,103,f
64576,CM,1997,45-54,179,f
64577,CM,1998,45-54,112,f
64578,CM,1999,45-54,235,f
64579,CM,2000,45-54,139,f
64580,CM,2001,45-54,155,f
64581,CM,2002,45-54,236,f
64582,CM,2003,45-54,363,f
64583,CM,2004,45-54,412,f
64584,CM,2005,45-54,503,f
64585,CM,2006,45-54,470,f
64586,CM,2007,45-54,483,f
64587,CM,2008,45-54,568,f
64601,CN,1995,45-54,5679,f
64602,CN,1996,45-54,7020,f
64603,CN,1997,45-54,8259,f
64604,CN,1998,45-54,9399,f
64605,CN,1999,45-54,9838,f
64606,CN,2000,45-54,9899,f
64607,CN,2001,45-54,9963,f
64608,CN,2002,45-54,8796,f
64609,CN,2003,45-54,12101,f
64610,CN,2004,45-54,16995,f
64611,CN,2005,45-54,19889,f
64612,CN,2006,45-54,18775,f
64613,CN,2007,45-54,18129,f
64614,CN,2008,45-54,17565,f
64635,CO,2000,45-54,381,f
64636,CO,2001,45-54,436,f
64637,CO,2002,45-54,318,f
64638,CO,2003,45-54,382,f
64639,CO,2004,45-54,361,f
64640,CO,2005,45-54,389,f
64641,CO,2006,45-54,377,f
64642,CO,2007,45-54,393,f
64643,CO,2008,45-54,384,f
64659,CR,1995,45-54,7,f
64660,CR,1996,45-54,3,f
64661,CR,1997,45-54,30,f
64662,CR,1998,45-54,27,f
64663,CR,1999,45-54,32,f
64664,CR,2000,45-54,20,f
64665,CR,2001,45-54,16,f
64666,CR,2002,45-54,14,f
64667,CR,2003,45-54,30,f
64668,CR,2004,45-54,11,f
64669,CR,2005,45-54,16,f
64670,CR,2006,45-54,15,f
64671,CR,2007,45-54,16,f
64672,CR,2008,45-54,14,f
64688,CU,1995,45-54,39,f
64689,CU,1996,45-54,45,f
64690,CU,1997,45-54,32,f
64691,CU,1998,45-54,30,f
64692,CU,1999,45-54,20,f
64693,CU,2000,45-54,22,f
64694,CU,2001,45-54,17,f
64695,CU,2002,45-54,21,f
64696,CU,2003,45-54,23,f
64697,CU,2004,45-54,16,f
64698,CU,2005,45-54,13,f
64699,CU,2006,45-54,12,f
64701,CU,2008,45-54,18,f
64714,CV,1997,45-54,3,f
64715,CV,1998,45-54,3,f
64717,CV,2001,45-54,1,f
64718,CV,2002,45-54,3,f
64719,CV,2003,45-54,7,f
64720,CV,2004,45-54,7,f
64721,CV,2005,45-54,5,f
64722,CV,2006,45-54,6,f
64723,CV,2007,45-54,1,f
64724,CV,2008,45-54,3,f
64740,CY,1995,45-54,2,f
64741,CY,1996,45-54,0,f
64743,CY,1998,45-54,0,f
64744,CY,1999,45-54,1,f
64747,CY,2002,45-54,0,f
64748,CY,2003,45-54,1,f
64749,CY,2004,45-54,0,f
64750,CY,2005,45-54,0,f
64751,CY,2006,45-54,0,f
64752,CY,2007,45-54,0,f
64753,CY,2008,45-54,0,f
64769,CZ,1995,45-54,13,f
64770,CZ,1996,45-54,21,f
64771,CZ,1997,45-54,17,f
64772,CZ,1998,45-54,18,f
64773,CZ,1999,45-54,15,f
64774,CZ,2000,45-54,10,f
64775,CZ,2001,45-54,11,f
64776,CZ,2002,45-54,8,f
64777,CZ,2003,45-54,12,f
64778,CZ,2004,45-54,13,f
64779,CZ,2005,45-54,7,f
64780,CZ,2006,45-54,10,f
64781,CZ,2007,45-54,9,f
64782,CZ,2008,45-54,5,f
64798,DE,1995,45-54,89,f
64799,DE,1996,45-54,97,f
64800,DE,1997,45-54,93,f
64801,DE,1998,45-54,93,f
64802,DE,1999,45-54,85,f
64804,DE,2001,45-54,42,f
64805,DE,2002,45-54,14,f
64806,DE,2003,45-54,43,f
64807,DE,2004,45-54,42,f
64808,DE,2005,45-54,43,f
64809,DE,2006,45-54,39,f
64810,DE,2007,45-54,116,f
64811,DE,2008,45-54,41,f
64826,DJ,1996,45-54,38,f
64827,DJ,1997,45-54,38,f
64828,DJ,1998,45-54,43,f
64829,DJ,1999,45-54,38,f
64830,DJ,2000,45-54,31,f
64831,DJ,2001,45-54,44,f
64832,DJ,2002,45-54,28,f
64833,DJ,2003,45-54,38,f
64834,DJ,2004,45-54,23,f
64835,DJ,2005,45-54,23,f
64836,DJ,2006,45-54,35,f
64837,DJ,2007,45-54,35,f
64838,DJ,2008,45-54,53,f
64854,DK,1995,45-54,4,f
64855,DK,1996,45-54,4,f
64856,DK,1997,45-54,5,f
64857,DK,1998,45-54,7,f
64858,DK,1999,45-54,7,f
64859,DK,2000,45-54,6,f
64860,DK,2001,45-54,7,f
64861,DK,2002,45-54,10,f
64862,DK,2003,45-54,6,f
64863,DK,2004,45-54,9,f
64864,DK,2005,45-54,9,f
64865,DK,2006,45-54,5,f
64866,DK,2007,45-54,4,f
64867,DK,2008,45-54,8,f
64884,DM,1996,45-54,1,f
64885,DM,1997,45-54,1,f
64886,DM,1998,45-54,0,f
64890,DM,2006,45-54,1,f
64891,DM,2007,45-54,0,f
64892,DM,2008,45-54,0,f
64909,DO,1996,45-54,44,f
64910,DO,1997,45-54,102,f
64911,DO,1998,45-54,79,f
64912,DO,1999,45-54,160,f
64913,DO,2000,45-54,115,f
64915,DO,2002,45-54,81,f
64916,DO,2003,45-54,116,f
64917,DO,2004,45-54,104,f
64918,DO,2005,45-54,119,f
64919,DO,2006,45-54,106,f
64920,DO,2007,45-54,103,f
64921,DO,2008,45-54,96,f
64938,DZ,1997,45-54,242,f
64940,DZ,1999,45-54,221,f
64941,DZ,2000,45-54,314,f
64942,DZ,2001,45-54,287,f
64943,DZ,2002,45-54,224,f
64944,DZ,2003,45-54,242,f
64945,DZ,2004,45-54,253,f
64946,DZ,2005,45-54,270,f
64947,DZ,2006,45-54,223,f
64948,DZ,2007,45-54,273,f
64949,DZ,2008,45-54,256,f
64971,EC,2001,45-54,180,f
64973,EC,2003,45-54,56,f
64974,EC,2004,45-54,170,f
64975,EC,2005,45-54,139,f
64976,EC,2006,45-54,143,f
64977,EC,2007,45-54,133,f
64978,EC,2008,45-54,126,f
64995,EE,1996,45-54,5,f
64996,EE,1997,45-54,14,f
64997,EE,1998,45-54,9,f
64998,EE,1999,45-54,16,f
64999,EE,2000,45-54,11,f
65000,EE,2001,45-54,11,f
65001,EE,2002,45-54,9,f
65002,EE,2003,45-54,12,f
65003,EE,2004,45-54,13,f
65004,EE,2005,45-54,11,f
65005,EE,2006,45-54,9,f
65006,EE,2007,45-54,8,f
65007,EE,2008,45-54,8,f
65023,EG,1995,45-54,256,f
65024,EG,1996,45-54,229,f
65025,EG,1997,45-54,200,f
65026,EG,1998,45-54,204,f
65027,EG,1999,45-54,193,f
65028,EG,2000,45-54,211,f
65029,EG,2001,45-54,207,f
65030,EG,2002,45-54,254,f
65031,EG,2003,45-54,282,f
65032,EG,2004,45-54,233,f
65033,EG,2005,45-54,218,f
65034,EG,2006,45-54,279,f
65035,EG,2007,45-54,225,f
65036,EG,2008,45-54,195,f
65043,ER,1997,45-54,10,f
65044,ER,1998,45-54,9,f
65045,ER,1999,45-54,30,f
65046,ER,2000,45-54,21,f
65047,ER,2001,45-54,50,f
65048,ER,2002,45-54,39,f
65049,ER,2003,45-54,60,f
65050,ER,2004,45-54,43,f
65051,ER,2005,45-54,39,f
65052,ER,2006,45-54,45,f
65053,ER,2007,45-54,47,f
65069,ES,1995,45-54,39,f
65072,ES,1998,45-54,27,f
65075,ES,2001,45-54,37,f
65076,ES,2002,45-54,56,f
65077,ES,2003,45-54,51,f
65078,ES,2004,45-54,48,f
65079,ES,2005,45-54,63,f
65080,ES,2006,45-54,48,f
65081,ES,2007,45-54,63,f
65082,ES,2008,45-54,68,f
65098,ET,1995,45-54,152,f
65099,ET,1996,45-54,246,f
65100,ET,1997,45-54,481,f
65101,ET,1998,45-54,519,f
65102,ET,1999,45-54,713,f
65103,ET,2000,45-54,976,f
65104,ET,2001,45-54,1014,f
65105,ET,2002,45-54,935,f
65106,ET,2003,45-54,1239,f
65107,ET,2004,45-54,1284,f
65108,ET,2005,45-54,1296,f
65109,ET,2006,45-54,1324,f
65110,ET,2007,45-54,1429,f
65111,ET,2008,45-54,1553,f
65127,FI,1995,45-54,4,f
65128,FI,1996,45-54,7,f
65129,FI,1997,45-54,5,f
65130,FI,1998,45-54,4,f
65131,FI,1999,45-54,11,f
65132,FI,2000,45-54,4,f
65133,FI,2001,45-54,8,f
65134,FI,2002,45-54,3,f
65135,FI,2003,45-54,6,f
65136,FI,2004,45-54,4,f
65137,FI,2005,45-54,0,f
65138,FI,2006,45-54,4,f
65139,FI,2007,45-54,5,f
65140,FI,2008,45-54,4,f
65155,FJ,1994,45-54,6,f
65156,FJ,1995,45-54,3,f
65157,FJ,1996,45-54,6,f
65158,FJ,1997,45-54,5,f
65159,FJ,1998,45-54,4,f
65160,FJ,1999,45-54,2,f
65161,FJ,2000,45-54,1,f
65162,FJ,2001,45-54,1,f
65163,FJ,2002,45-54,3,f
65164,FJ,2003,45-54,4,f
65165,FJ,2004,45-54,5,f
65166,FJ,2005,45-54,4,f
65167,FJ,2006,45-54,4,f
65168,FJ,2007,45-54,5,f
65169,FJ,2008,45-54,6,f
65183,FM,1995,45-54,0,f
65184,FM,1996,45-54,3,f
65185,FM,1997,45-54,2,f
65186,FM,1998,45-54,2,f
65188,FM,2000,45-54,0,f
65189,FM,2001,45-54,0,f
65190,FM,2002,45-54,2,f
65191,FM,2003,45-54,1,f
65192,FM,2004,45-54,1,f
65194,FM,2006,45-54,4,f
65195,FM,2007,45-54,2,f
65196,FM,2008,45-54,1,f
65212,FR,1995,45-54,90,f
65213,FR,1996,45-54,79,f
65214,FR,1997,45-54,80,f
65216,FR,1999,45-54,80,f
65217,FR,2000,45-54,46,f
65218,FR,2001,45-54,63,f
65219,FR,2002,45-54,56,f
65220,FR,2003,45-54,44,f
65221,FR,2004,45-54,53,f
65222,FR,2005,45-54,56,f
65223,FR,2006,45-54,67,f
65224,FR,2007,45-54,56,f
65225,FR,2008,45-54,50,f
65241,GA,1995,45-54,25,f
65242,GA,1996,45-54,11,f
65244,GA,1998,45-54,32,f
65245,GA,1999,45-54,32,f
65246,GA,2001,45-54,34,f
65247,GA,2002,45-54,32,f
65248,GA,2003,45-54,51,f
65249,GA,2004,45-54,37,f
65250,GA,2005,45-54,29,f
65251,GA,2006,45-54,39,f
65253,GA,2008,45-54,59,f
65271,GB,1997,45-54,34,f
65272,GB,1998,45-54,44,f
65273,GB,1999,45-54,29,f
65274,GB,2000,45-54,31,f
65275,GB,2001,45-54,54,f
65276,GB,2002,45-54,44,f
65277,GB,2003,45-54,47,f
65278,GB,2004,45-54,47,f
65279,GB,2005,45-54,39,f
65280,GB,2006,45-54,60,f
65281,GB,2007,45-54,58,f
65282,GB,2008,45-54,27,f
65300,GD,1997,45-54,0,f
65302,GD,1999,45-54,0,f
65308,GD,2006,45-54,0,f
65324,GE,1995,45-54,18,f
65325,GE,1996,45-54,23,f
65326,GE,1997,45-54,36,f
65327,GE,1998,45-54,14,f
65328,GE,1999,45-54,10,f
65329,GE,2000,45-54,17,f
65330,GE,2001,45-54,22,f
65331,GE,2002,45-54,31,f
65332,GE,2003,45-54,19,f
65333,GE,2004,45-54,32,f
65334,GE,2005,45-54,46,f
65335,GE,2006,45-54,60,f
65336,GE,2007,45-54,54,f
65337,GE,2008,45-54,171,f
65353,GH,1995,45-54,122,f
65354,GH,1996,45-54,110,f
65355,GH,1997,45-54,276,f
65356,GH,1998,45-54,366,f
65357,GH,1999,45-54,302,f
65358,GH,2000,45-54,338,f
65359,GH,2001,45-54,370,f
65360,GH,2002,45-54,325,f
65361,GH,2003,45-54,380,f
65362,GH,2004,45-54,303,f
65363,GH,2005,45-54,366,f
65364,GH,2006,45-54,381,f
65365,GH,2007,45-54,371,f
65370,GM,1995,45-54,25,f
65371,GM,1996,45-54,46,f
65372,GM,1997,45-54,20,f
65373,GM,1998,45-54,25,f
65374,GM,1999,45-54,30,f
65376,GM,2002,45-54,40,f
65377,GM,2003,45-54,39,f
65378,GM,2004,45-54,38,f
65379,GM,2005,45-54,38,f
65380,GM,2006,45-54,49,f
65382,GM,2008,45-54,43,f
65397,GN,1995,45-54,64,f
65398,GN,1996,45-54,111,f
65399,GN,1997,45-54,91,f
65400,GN,1998,45-54,115,f
65401,GN,1999,45-54,110,f
65402,GN,2000,45-54,114,f
65403,GN,2001,45-54,127,f
65404,GN,2002,45-54,109,f
65405,GN,2003,45-54,137,f
65406,GN,2004,45-54,159,f
65407,GN,2005,45-54,203,f
65408,GN,2006,45-54,187,f
65409,GN,2007,45-54,207,f
65410,GN,2008,45-54,190,f
65422,GQ,1995,45-54,4,f
65424,GQ,1997,45-54,10,f
65425,GQ,1998,45-54,7,f
65427,GQ,2004,45-54,15,f
65430,GQ,2008,45-54,23,f
65446,GR,1997,45-54,3,f
65447,GR,1998,45-54,8,f
65448,GR,1999,45-54,2,f
65449,GR,2000,45-54,5,f
65450,GR,2001,45-54,4,f
65451,GR,2002,45-54,11,f
65452,GR,2003,45-54,2,f
65453,GR,2004,45-54,3,f
65454,GR,2005,45-54,7,f
65455,GR,2006,45-54,5,f
65456,GR,2007,45-54,8,f
65457,GR,2008,45-54,4,f
65473,GT,1995,45-54,146,f
65474,GT,1996,45-54,172,f
65475,GT,1997,45-54,120,f
65476,GT,1998,45-54,160,f
65477,GT,1999,45-54,174,f
65478,GT,2000,45-54,135,f
65479,GT,2001,45-54,101,f
65480,GT,2002,45-54,116,f
65481,GT,2003,45-54,104,f
65482,GT,2004,45-54,144,f
65483,GT,2005,45-54,176,f
65485,GT,2007,45-54,153,f
65486,GT,2008,45-54,154,f
65501,GU,2000,45-54,5,f
65502,GU,2001,45-54,4,f
65503,GU,2002,45-54,3,f
65504,GU,2003,45-54,2,f
65505,GU,2004,45-54,3,f
65506,GU,2005,45-54,2,f
65507,GU,2006,45-54,1,f
65508,GU,2007,45-54,1,f
65509,GU,2008,45-54,1,f
65526,GW,1996,45-54,62,f
65530,GW,2000,45-54,24,f
65532,GW,2002,45-54,49,f
65533,GW,2003,45-54,58,f
65534,GW,2004,45-54,98,f
65535,GW,2005,45-54,82,f
65536,GW,2006,45-54,81,f
65538,GW,2008,45-54,92,f
65554,GY,1995,45-54,5,f
65555,GY,1996,45-54,5,f
65556,GY,1997,45-54,4,f
65557,GY,1998,45-54,4,f
65559,GY,2000,45-54,5,f
65560,GY,2001,45-54,9,f
65561,GY,2002,45-54,19,f
65562,GY,2003,45-54,27,f
65563,GY,2004,45-54,23,f
65564,GY,2005,45-54,30,f
65565,GY,2006,45-54,14,f
65566,GY,2007,45-54,5,f
65567,GY,2008,45-54,12,f
65585,HK,1997,45-54,49,f
65587,HK,1999,45-54,50,f
65588,HK,2000,45-54,44,f
65589,HK,2001,45-54,58,f
65590,HK,2002,45-54,57,f
65591,HK,2003,45-54,65,f
65592,HK,2004,45-54,56,f
65593,HK,2005,45-54,57,f
65594,HK,2006,45-54,54,f
65595,HK,2007,45-54,64,f
65596,HK,2008,45-54,45,f
65612,HN,1995,45-54,76,f
65613,HN,1996,45-54,69,f
65614,HN,1997,45-54,61,f
65615,HN,1998,45-54,152,f
65616,HN,1999,45-54,160,f
65617,HN,2000,45-54,270,f
65618,HN,2001,45-54,339,f
65619,HN,2002,45-54,354,f
65620,HN,2003,45-54,236,f
65621,HN,2004,45-54,220,f
65622,HN,2005,45-54,107,f
65623,HN,2006,45-54,85,f
65624,HN,2007,45-54,106,f
65625,HN,2008,45-54,90,f
65641,HR,1995,45-54,38,f
65643,HR,1997,45-54,28,f
65644,HR,1998,45-54,38,f
65645,HR,1999,45-54,15,f
65647,HR,2001,45-54,34,f
65648,HR,2002,45-54,19,f
65649,HR,2003,45-54,10,f
65650,HR,2004,45-54,12,f
65651,HR,2005,45-54,11,f
65652,HR,2006,45-54,22,f
65654,HR,2008,45-54,15,f
65667,HT,1996,45-54,176,f
65668,HT,1997,45-54,250,f
65669,HT,1998,45-54,300,f
65670,HT,1999,45-54,312,f
65671,HT,2000,45-54,275,f
65672,HT,2001,45-54,273,f
65673,HT,2002,45-54,303,f
65674,HT,2003,45-54,378,f
65675,HT,2004,45-54,386,f
65676,HT,2005,45-54,414,f
65677,HT,2006,45-54,387,f
65678,HT,2007,45-54,344,f
65679,HT,2008,45-54,378,f
65696,HU,1996,45-54,63,f
65697,HU,1997,45-54,24,f
65698,HU,1998,45-54,25,f
65699,HU,1999,45-54,19,f
65700,HU,2000,45-54,22,f
65701,HU,2001,45-54,27,f
65702,HU,2002,45-54,26,f
65703,HU,2003,45-54,30,f
65704,HU,2004,45-54,29,f
65705,HU,2005,45-54,22,f
65706,HU,2006,45-54,28,f
65707,HU,2007,45-54,17,f
65708,HU,2008,45-54,12,f
65723,ID,1995,45-54,192,f
65724,ID,1996,45-54,915,f
65725,ID,1997,45-54,1365,f
65726,ID,1998,45-54,2335,f
65727,ID,1999,45-54,2812,f
65729,ID,2001,45-54,3537,f
65730,ID,2002,45-54,4943,f
65731,ID,2003,45-54,6085,f
65732,ID,2004,45-54,9586,f
65733,ID,2005,45-54,10927,f
65734,ID,2006,45-54,12376,f
65735,ID,2007,45-54,11391,f
65736,ID,2008,45-54,11899,f
65755,IE,1998,45-54,1,f
65756,IE,1999,45-54,8,f
65757,IE,2000,45-54,6,f
65758,IE,2001,45-54,1,f
65759,IE,2002,45-54,2,f
65760,IE,2003,45-54,4,f
65761,IE,2004,45-54,2,f
65762,IE,2005,45-54,3,f
65763,IE,2006,45-54,4,f
65764,IE,2007,45-54,14,f
65765,IE,2008,45-54,3,f
65782,IL,1996,45-54,4,f
65783,IL,1997,45-54,7,f
65784,IL,1998,45-54,9,f
65785,IL,1999,45-54,2,f
65786,IL,2000,45-54,3,f
65787,IL,2001,45-54,2,f
65788,IL,2002,45-54,7,f
65789,IL,2003,45-54,5,f
65790,IL,2004,45-54,2,f
65791,IL,2005,45-54,6,f
65792,IL,2006,45-54,4,f
65793,IL,2007,45-54,3,f
65794,IL,2008,45-54,8,f
65810,IN,1995,45-54,49,f
65811,IN,1996,45-54,167,f
65812,IN,1997,45-54,187,f
65813,IN,1998,45-54,349,f
65814,IN,1999,45-54,1504,f
65815,IN,2000,45-54,7516,f
65816,IN,2001,45-54,5633,f
65817,IN,2002,45-54,13233,f
65818,IN,2003,45-54,14055,f
65819,IN,2004,45-54,16121,f
65820,IN,2005,45-54,17042,f
65821,IN,2006,45-54,18870,f
65822,IN,2007,45-54,20316,f
65823,IN,2008,45-54,21486,f
65839,IQ,1995,45-54,800,f
65841,IQ,1997,45-54,722,f
65842,IQ,1998,45-54,806,f
65843,IQ,1999,45-54,571,f
65844,IQ,2000,45-54,134,f
65845,IQ,2001,45-54,171,f
65846,IQ,2002,45-54,176,f
65847,IQ,2003,45-54,160,f
65848,IQ,2004,45-54,162,f
65849,IQ,2005,45-54,197,f
65850,IQ,2006,45-54,154,f
65851,IQ,2007,45-54,134,f
65852,IQ,2008,45-54,175,f
65868,IR,1995,45-54,613,f
65869,IR,1996,45-54,323,f
65870,IR,1997,45-54,342,f
65871,IR,1998,45-54,290,f
65872,IR,1999,45-54,279,f
65873,IR,2000,45-54,320,f
65874,IR,2001,45-54,327,f
65875,IR,2002,45-54,298,f
65876,IR,2003,45-54,300,f
65877,IR,2004,45-54,293,f
65878,IR,2005,45-54,260,f
65879,IR,2006,45-54,292,f
65880,IR,2007,45-54,268,f
65881,IR,2008,45-54,263,f
65897,IS,1995,45-54,0,f
65898,IS,1996,45-54,0,f
65899,IS,1997,45-54,0,f
65900,IS,1998,45-54,0,f
65904,IS,2002,45-54,0,f
65905,IS,2003,45-54,0,f
65906,IS,2004,45-54,0,f
65907,IS,2005,45-54,0,f
65908,IS,2006,45-54,0,f
65909,IS,2007,45-54,0,f
65910,IS,2008,45-54,0,f
65926,IT,1995,45-54,40,f
65927,IT,1996,45-54,33,f
65928,IT,1997,45-54,48,f
65929,IT,1998,45-54,58,f
65930,IT,1999,45-54,35,f
65931,IT,2000,45-54,13,f
65932,IT,2001,45-54,24,f
65933,IT,2002,45-54,18,f
65934,IT,2003,45-54,24,f
65935,IT,2004,45-54,21,f
65936,IT,2005,45-54,25,f
65937,IT,2006,45-54,48,f
65938,IT,2007,45-54,31,f
65939,IT,2008,45-54,24,f
65955,JM,1995,45-54,5,f
65956,JM,1996,45-54,2,f
65957,JM,1997,45-54,3,f
65958,JM,1998,45-54,1,f
65959,JM,1999,45-54,4,f
65960,JM,2000,45-54,2,f
65961,JM,2001,45-54,3,f
65962,JM,2002,45-54,1,f
65963,JM,2003,45-54,3,f
65964,JM,2004,45-54,1,f
65965,JM,2005,45-54,0,f
65966,JM,2006,45-54,1,f
65967,JM,2007,45-54,2,f
65968,JM,2008,45-54,1,f
65984,JO,1995,45-54,14,f
65985,JO,1996,45-54,16,f
65986,JO,1997,45-54,4,f
65987,JO,1998,45-54,3,f
65988,JO,1999,45-54,2,f
65989,JO,2000,45-54,2,f
65990,JO,2001,45-54,0,f
65991,JO,2002,45-54,2,f
65992,JO,2003,45-54,3,f
65993,JO,2004,45-54,5,f
65994,JO,2005,45-54,5,f
65995,JO,2006,45-54,5,f
65996,JO,2007,45-54,1,f
65997,JO,2008,45-54,4,f
66013,JP,1995,45-54,476,f
66014,JP,1996,45-54,364,f
66015,JP,1997,45-54,405,f
66016,JP,1998,45-54,329,f
66017,JP,1999,45-54,292,f
66018,JP,2000,45-54,292,f
66019,JP,2001,45-54,250,f
66020,JP,2002,45-54,248,f
66021,JP,2003,45-54,254,f
66022,JP,2004,45-54,222,f
66023,JP,2005,45-54,224,f
66024,JP,2006,45-54,213,f
66025,JP,2007,45-54,156,f
66026,JP,2008,45-54,173,f
66040,KE,1995,45-54,411,f
66041,KE,1996,45-54,462,f
66042,KE,1997,45-54,499,f
66043,KE,1998,45-54,656,f
66044,KE,1999,45-54,760,f
66045,KE,2000,45-54,831,f
66046,KE,2001,45-54,935,f
66047,KE,2002,45-54,996,f
66048,KE,2003,45-54,1171,f
66049,KE,2004,45-54,1236,f
66050,KE,2005,45-54,1266,f
66051,KE,2006,45-54,1343,f
66052,KE,2007,45-54,1180,f
66053,KE,2008,45-54,1065,f
66069,KG,1995,45-54,18,f
66070,KG,1996,45-54,18,f
66071,KG,1997,45-54,22,f
66072,KG,1998,45-54,20,f
66073,KG,1999,45-54,40,f
66074,KG,2000,45-54,41,f
66075,KG,2001,45-54,45,f
66076,KG,2002,45-54,44,f
66077,KG,2003,45-54,61,f
66078,KG,2004,45-54,59,f
